fiNum;fiDiasPermanencia;fnTasaRecuperacion;fnTasaLiquidacion;fnAforoUtilizado;fnInteresOrdinario;fnColocacionAnual;fnYield;
1673207;1642;0.9600;0.3300;1.0400;2492.00;;0.6137;
2343089;57;0.0000;0.0000;0.8600;;;;
2616001;550;0.9500;0.5000;0.8600;160.00;;0.1437;
947638;1;;;0.9200;2088.00;;;
1200233;1;;;0.9200;;;;
2803408;274;0.8900;0.0000;0.9500;328.00;;;
2293357;92;0.5000;0.0000;0.9200;67.00;;;
1236447;1673;0.9800;0.8800;1.0000;1837.00;;0.7329;
2647836;1161;0.9300;0.7500;0.9200;306.00;840.00;0.3643;
2475311;219;0.6700;0.3300;0.9400;889.00;;0.4565;
565776;213;0.8600;0.5000;1.0500;164.00;;0.2448;
970628;57;0.0000;0.0000;0.9200;;;;
1426419;28;1.0000;1.0000;0.9200;79.00;;0.0919;
668226;267;0.8800;0.0000;0.9200;798.00;;;
1371703;1;;;0.9500;;;;
2539947;2458;0.9900;0.8900;0.9400;4785.00;;0.7836;
1584132;1;;;0.9300;;;;
1823391;162;1.0000;;0.9100;1188.00;1560.00;0.7527;
334803;63;1.0000;1.0000;0.8600;304.00;;0.1249;
2010435;57;0.0000;0.0000;0.9300;;;;
1892686;384;0.9100;0.0000;0.8900;5182.00;;;
1345442;28;1.0000;1.0000;0.8900;21.00;;0.1050;
2957039;211;0.5000;0.0000;0.8900;1920.00;;;
2260741;394;1.0000;1.0000;0.9100;755.00;;0.2760;
9611;743;0.9500;0.0000;0.8000;2964.00;;;
3053489;99;0.5000;0.5000;1.0100;12.00;;0.0267;
16487;518;0.8000;0.0000;0.8600;1268.00;;;
1709356;1;;;0.9300;;;;
1962262;1023;1.0000;1.0000;0.9300;6933.00;;0.6961;
2229692;1;;;0.9300;;;;
656277;112;0.6700;0.0000;0.9100;66.00;;;
771495;1024;0.9800;0.8800;0.9400;302.00;2240.00;0.1452;
2749351;696;1.0000;1.0000;0.9100;702.00;;0.1846;
262883;58;1.0000;1.0000;0.4500;42.00;;0.2100;
557570;64;0.0000;0.0000;0.8600;;;;
1601077;71;1.0000;1.0000;0.9500;932.00;;0.2092;
1247687;35;1.0000;;0.8600;91.00;1050.00;0.0867;
2031490;796;1.0000;1.0000;0.9500;615.00;;0.3506;
2805319;1199;1.0000;1.0000;0.3900;5643.00;4500.00;1.4407;
549824;1019;0.9800;0.8300;0.9300;936.00;;0.8532;
10874;765;0.6700;0.2400;0.9400;1973.00;;0.6595;
1536798;287;1.0000;1.0000;0.9500;1224.00;2620.00;0.7841;
1180298;2;;;0.9100;;1840.00;;
1917773;308;1.0000;1.0000;1.1200;750.00;5900.00;0.6470;
276319;36;0.0000;0.0000;0.9200;;;;
2589007;28;1.0000;1.0000;0.8600;227.00;;0.6486;
2166525;2464;1.0000;1.0000;0.8900;25090.00;;0.7371;
2691105;57;0.0000;0.0000;0.9200;;;;
628785;1;;;0.9300;;;;
2444029;1;;;0.9200;520.00;;;
238488;206;0.6000;0.2000;0.8700;554.00;;0.4686;
3063266;1249;0.9500;0.7500;1.1000;4248.00;;0.7669;
819718;1862;0.9900;0.7500;0.7100;6534.00;65460.00;0.6401;
236342;1239;0.9800;0.8200;0.9800;4203.00;;0.9871;
1748283;1;;;0.9300;;;;
292595;536;1.0000;;0.9300;700.00;;1.7073;
1051727;1;;;0.9400;;;;
2286286;523;0.9400;0.5000;0.9700;1875.00;;1.4730;
268205;1;;;0.9300;;;;
965202;426;0.9200;0.8300;1.1100;1613.00;6940.00;1.5756;
2016485;312;0.8600;0.5000;0.9200;820.00;;0.7608;
980006;3;;;0.9200;;;;
1428685;818;0.9200;0.5000;0.9300;434.00;;0.6364;
1067400;134;0.5000;0.0000;1.7500;164.00;;;
1525358;456;1.0000;1.0000;0.9800;651.00;;0.4142;
89224;6;;;0.9300;;;;
758487;438;1.0000;1.0000;0.7900;3185.00;;1.1036;
1422652;57;0.0000;0.0000;0.9200;;;;
505055;533;0.9400;0.6700;1.0200;2551.00;;0.9302;
2113843;57;1.0000;1.0000;0.9200;78.00;;0.1940;
2768759;48;1.0000;;0.9100;185.00;1520.00;0.1289;
1804664;334;1.0000;1.0000;0.9000;1302.00;;0.6163;
1466741;128;0.0000;0.0000;1.0500;;3000.00;;
2846860;192;0.7100;0.5000;1.0300;1510.00;;0.3149;
2757056;2542;1.0000;1.0000;1.1100;15152.00;34320.00;1.3427;
2729700;150;1.0000;1.0000;0.9200;369.00;;0.4965;
2435085;1;;;0.9300;;;;
2169855;42;1.0000;1.0000;0.9200;228.00;;0.1824;
220538;215;0.8300;0.0000;0.9500;2305.00;;;
11176;199;1.0000;1.0000;0.9100;189.00;;0.4292;
565413;9;;;0.9200;1783.00;;;
2081679;1;;;0.9300;;;;
2170125;1;;;0.9100;;7430.00;;
2963067;1991;1.0000;1.0000;0.9100;23906.00;30620.00;0.9842;
1784575;1;;;0.9300;;;;
2716028;1;;;0.9300;;;;
1030383;64;0.0000;0.0000;0.8600;;3010.00;;
2579548;58;0.0000;0.0000;0.9200;;;;
2853703;2538;1.0000;1.0000;1.0400;5659.00;4390.00;0.9354;
648824;64;0.0000;0.0000;0.8600;;;;
160181;2;;;0.9100;;;;
1633568;123;1.0000;1.0000;0.9500;507.00;;0.4482;
434162;57;0.0000;0.0000;0.9200;;;;
2512314;3;;;0.9200;;;;
436086;121;0.0000;0.0000;0.9200;;;;
1877562;2;;;0.9300;;;;
158260;252;1.0000;1.0000;0.6000;405.00;1550.00;0.2613;
2099256;1;;;0.9300;;;;
1382278;1;;;0.9100;;350.00;;
2274494;1;;;0.9300;;;;
2199106;237;0.9000;0.7500;0.9300;875.00;;1.0058;
849133;98;0.3300;0.0000;0.9500;123.00;;;
2071726;1857;0.9800;0.6400;0.8800;1179.00;;0.5856;
2734935;1;;;0.9300;;;;
1746701;904;0.9700;0.7500;0.9600;2320.00;;0.9629;
1354822;166;1.0000;1.0000;0.9200;368.00;;0.5227;
1221637;139;0.3300;0.0000;0.9200;62.00;;;
2306456;56;1.0000;1.0000;0.8100;220.00;;0.1000;
2163918;1477;0.9800;0.8000;0.7400;1556.00;11280.00;0.3920;
1320536;84;0.5000;0.0000;0.8700;599.00;;;
2766498;67;1.0000;1.0000;0.8700;253.00;;0.1217;
150811;207;0.8300;0.0000;0.9200;419.00;;;
1185315;120;0.0000;0.0000;0.9200;126.00;;;
427289;65;0.0000;0.0000;0.8600;;;;
2326286;540;0.6700;0.0000;0.9100;1361.00;820.00;;
2275431;1573;0.9400;0.7700;1.0000;1757.00;;1.9510;
1859977;90;0.3300;0.0000;0.9300;119.00;;;
344343;1104;0.9800;0.8800;0.9800;4400.00;;1.3110;
3039856;1556;0.9600;0.8800;0.9900;3043.00;;1.6279;
2294401;333;0.9200;0.5000;1.0200;377.00;;0.4304;
3060180;1154;0.8300;0.0000;1.0400;1356.00;;;
2998385;114;0.6700;0.0000;0.8600;1251.00;;;
2885356;315;0.9000;0.0000;1.0600;2764.00;;;
1183253;1;;;0.9300;;;;
2124688;89;0.5000;0.0000;0.9000;87.00;;;
897830;240;0.4000;0.2500;0.9600;437.00;;0.1977;
1619640;64;0.0000;0.0000;0.9200;;;;
1005969;64;0.0000;0.0000;0.7500;;;;
1599861;2;;;0.9300;;;;
2685889;545;1.0000;1.0000;0.8900;1938.00;;1.8011;
113675;251;0.6700;0.0000;0.8800;153.00;;;
459116;64;0.0000;0.0000;0.9100;;1760.00;;
1688218;614;1.0000;1.0000;0.7800;10429.00;;0.3993;
1073683;17;1.0000;1.0000;0.9000;443.00;;1.6567;
2139041;207;0.7500;0.0000;0.9200;390.00;;;
1134532;333;0.9000;0.6300;1.0300;4211.00;37200.00;0.6142;
2199317;151;1.0000;1.0000;0.9000;2262.00;;0.6318;
435124;294;1.0000;1.0000;0.9100;9622.00;14500.00;1.0799;
690747;423;0.8800;0.4000;0.9500;2524.00;;3.1188;
2017157;1;;;0.9300;;;;
1346940;573;0.8900;0.3300;0.9200;2912.00;5660.00;1.0513;
589581;28;1.0000;1.0000;0.8900;106.00;;0.0500;
2565070;601;1.0000;1.0000;0.9100;132.00;850.00;0.1475;
1514927;36;0.0000;0.0000;0.9300;186.00;;;
2191597;84;1.0000;1.0000;0.9200;576.00;;0.2654;
2410759;201;0.8600;0.6700;0.8200;1626.00;;0.4884;
1275239;1;;;0.9200;;;;
2358886;201;0.8000;0.0000;0.8900;224.00;;;
3042719;335;0.8200;0.6000;0.9300;3623.00;;0.6857;
116142;1487;0.9900;0.8300;0.9100;1917.00;;0.4289;
2274736;1450;0.9700;0.7500;0.9100;2295.00;;0.7615;
404421;664;0.9600;0.6700;0.9000;1848.00;;0.7383;
2762788;51;1.0000;1.0000;0.9600;90.00;;0.1714;
2769052;233;0.8800;0.6700;0.9200;1047.00;;0.7095;
2782394;121;0.0000;0.0000;0.8900;;;;
1998645;339;1.0000;;0.9000;2807.00;5240.00;0.9331;
1692574;121;0.8000;0.6700;0.9100;510.00;;0.4048;
1047293;1;;;0.9300;;;;
1858126;9;;;0.9200;;6090.00;;
972905;525;0.9500;0.9200;0.8300;1601.00;6600.00;1.0312;
2798679;236;1.0000;1.0000;0.8600;328.00;;0.2624;
440735;40;1.0000;1.0000;0.9200;2159.00;;0.1416;
664419;860;0.9700;0.6700;0.8700;664.00;;0.4911;
1508422;1480;1.0000;1.0000;0.9800;1018.00;;0.6099;
2924473;1;;;0.9200;;;;
1711934;681;0.9800;0.8900;0.9000;5329.00;;0.9553;
1890169;127;0.0000;0.0000;0.9200;;;;
2272895;2;;;0.9300;;;;
1294558;1442;0.9900;0.8500;0.9300;12419.00;;0.7098;
1855339;672;0.9100;0.6300;0.9800;200.00;1770.00;0.1130;
1549965;138;0.7500;0.0000;0.9000;195.00;;;
850993;2;;;0.9200;;;;
1228253;57;0.0000;0.0000;0.9200;71.00;;;
960001;1;;;0.9300;;;;
431759;1;;;0.9400;701.00;;;
962859;2;;;0.9200;;;;
244026;486;1.0000;1.0000;0.9100;13574.00;27180.00;0.7544;
2518345;2;;;0.9300;81.00;;;
930944;50;0.0000;0.0000;0.9100;;;;
807229;851;0.9700;0.7800;0.9300;3867.00;;1.1568;
627267;1865;0.8300;0.3700;1.2400;34190.00;;4.0506;
2915120;1109;0.9600;0.8000;0.9900;4978.00;;1.4317;
549967;38;0.0000;0.0000;0.9300;;;;
910566;50;0.6700;0.0000;0.9200;148.00;;;
2540789;64;0.0000;0.0000;0.9200;274.00;;;
1858521;59;0.0000;0.0000;0.9300;;;;
1754236;222;0.8000;0.0000;0.8600;332.00;;;
2097698;74;1.0000;1.0000;0.9200;886.00;;0.2524;
2325562;1574;0.9700;0.6700;0.9400;7030.00;;0.8266;
2983529;86;0.5000;0.0000;0.9100;42.00;;;
1751697;1786;0.9800;0.6700;1.0200;585.00;;0.7396;
2429795;2458;0.9900;0.0000;0.8900;1331.00;;0.7829;
442521;967;1.0000;1.0000;0.9200;336.00;;0.5966;
2104237;28;1.0000;1.0000;0.9200;146.00;;0.1150;
2997909;1091;0.9900;0.9800;0.7100;8458.00;92650.00;0.5176;
1260943;26;1.0000;1.0000;0.9200;115.00;;0.0958;
1478527;515;0.9300;0.2900;0.9200;11710.00;;5.8454;
3017111;16;1.0000;;0.9100;;1040.00;0.0000;
2496570;1416;0.9500;0.4300;0.9300;6798.00;;1.3410;
627978;2034;0.9800;0.8300;0.9700;2367.00;;1.3203;
2059238;1166;0.9800;0.9200;0.9100;1401.00;3740.00;0.3816;
859291;821;0.9700;0.8000;1.0900;831.00;2520.00;0.7904;
1059710;217;0.8300;0.7500;0.9500;259.00;2180.00;0.4697;
888006;1;;;0.9200;;;;
216607;1;;;0.9200;;600.00;;
1844949;258;0.8300;0.0000;0.8600;460.00;;;
1187371;1;;;0.9200;;;;
1392613;334;0.8000;0.6700;0.9800;982.00;3220.00;0.9364;
2187306;739;1.0000;1.0000;0.9100;897.00;;1.6950;
2401848;1;;;0.9300;;;;
2884452;26;1.0000;;1.0400;39.00;690.00;0.0565;
1429132;1;;;0.9300;;;;
2735157;1;;;0.9300;;;;
496888;62;1.0000;1.0000;0.9200;200.00;;0.1724;
2392441;153;0.7500;0.0000;0.9200;648.00;;;
2069466;721;1.0000;1.0000;0.9200;470.00;;0.8467;
969405;1148;0.9200;0.5700;0.9400;1440.00;1920.00;1.5540;
328886;303;0.0000;0.0000;0.9200;16.00;860.00;;
2546353;2367;1.0000;1.0000;0.9700;1939.00;;1.0179;
2628195;105;1.0000;1.0000;0.9200;323.00;;0.3465;
2031365;142;1.0000;1.0000;0.8700;2010.00;;0.2475;
2788135;1;;;0.9300;;;;
1474667;52;1.0000;1.0000;0.9200;678.00;;0.7370;
940759;146;0.3300;0.0000;0.9300;69.00;;;
1755202;1477;0.9500;0.0000;0.9200;2070.00;;;
1703700;2630;1.0000;1.0000;1.1100;61636.00;85250.00;0.7079;
1459313;284;1.0000;1.0000;0.9400;1543.00;1380.00;1.2307;
1879833;1;;;0.9500;;;;
1684810;3;;;0.9300;;;;
1007070;149;0.7500;0.0000;0.8600;81.00;;;
2412118;1;;;0.9300;;;;
1173044;36;0.0000;0.0000;0.9200;;;;
1179074;187;1.0000;1.0000;0.9200;1344.00;;0.6809;
2374104;1;;;0.9200;;;;
1835192;841;0.9500;0.7500;0.8700;4426.00;2750.00;0.6853;
515926;337;0.9100;0.6700;0.7800;208.00;430.00;0.4705;
1883643;477;0.8900;0.7100;0.8300;525.00;;0.2690;
94355;190;1.0000;1.0000;0.9300;2670.00;11850.00;0.3819;
500050;982;1.0000;1.0000;0.9500;15606.00;;1.2051;
2229993;372;0.8300;0.4000;0.9900;1381.00;;1.3644;
2500580;2171;1.0000;1.0000;0.9500;3640.00;;0.4184;
2988311;72;0.0000;0.0000;0.9200;94.00;;;
2227427;1097;0.9800;0.8900;0.9000;2284.00;6550.00;1.1658;
3000290;57;0.0000;0.0000;0.9000;;;;
2012327;1;;;0.9400;;;;
2262150;120;0.0000;0.0000;0.8600;;;;
1183553;1;;;0.9300;;;;
2949234;2434;0.9900;0.8700;1.0000;6291.00;;0.7884;
433289;2427;1.0000;1.0000;1.0600;10686.00;35190.00;0.6498;
371195;1;;;0.9300;;1200.00;;
1590087;150;1.0000;1.0000;0.9000;2675.00;;0.8671;
978745;1;;;0.9100;;770.00;;
2674737;27;1.0000;1.0000;0.9600;49.00;;0.0490;
298304;2;;;0.9300;;;;
1438002;1615;0.9300;0.7000;1.0700;23404.00;15990.00;1.7885;
972830;110;1.0000;1.0000;0.9100;160.00;640.00;0.4848;
834344;71;0.5000;0.0000;0.9200;45.00;;;
250839;123;0.7500;0.0000;0.9000;228.00;;;
192478;224;0.8600;0.0000;0.9200;504.00;;;
2854917;68;0.5000;0.0000;0.8800;297.00;;;
730607;310;1.0000;1.0000;0.9200;70.00;;0.1400;
337037;1517;0.9800;0.5000;1.0100;4602.00;;2.1418;
2773096;37;0.0000;0.0000;0.9100;;;;
2995871;1;;;0.9100;41.00;5390.00;;
1654970;803;1.0000;1.0000;0.9200;1594.00;;0.2197;
2771713;1;;;0.9200;1209.00;;;
2474919;4;1.0000;1.0000;0.9200;146.00;4790.00;;
653892;553;0.9600;0.7500;0.9700;3287.00;;0.5166;
2295987;2089;0.9200;0.5300;1.0000;10623.00;19650.00;2.2676;
352007;85;0.5000;0.0000;0.8700;52.00;;;
2574026;98;0.5000;0.0000;0.9000;666.00;;;
2405095;1;;;0.9300;;;;
2342238;37;0.0000;0.0000;0.9200;;;;
939072;24;1.0000;1.0000;0.9100;808.00;;0.0700;
1050734;325;1.0000;1.0000;1.0900;3986.00;27960.00;0.5213;
2194464;2342;0.9900;0.8800;0.9600;9259.00;;1.2290;
3062820;121;0.6700;0.0000;0.8600;705.00;7210.00;;
588920;1511;1.0000;1.0000;1.1300;13512.00;22050.00;0.9096;
2060465;403;1.0000;1.0000;0.9000;5787.00;;1.2360;
185863;35;1.0000;1.0000;1.7300;96.00;1680.00;0.0571;
1774877;2163;1.0000;1.0000;0.9900;3504.00;12740.00;0.5766;
2608056;144;1.0000;1.0000;0.9000;260.00;470.00;0.5200;
1241626;89;0.5000;0.0000;0.9100;53.00;;;
1751365;2554;0.9900;0.9300;0.9800;2233.00;8630.00;0.6974;
2936160;57;0.0000;0.0000;0.9100;;;;
364813;914;0.9200;0.4000;0.9100;492.00;;1.4339;
10642;52;1.0000;;0.9300;395.00;20110.00;0.0216;
2826061;1;;;0.9300;;;;
388251;1;1.0000;1.0000;0.8600;7.00;;0.0115;
1110971;122;0.7500;0.0000;0.9100;348.00;;;
1367559;1285;0.9800;0.6700;0.8600;2977.00;;1.1419;
633598;2;;;0.9200;;;;
1183185;58;0.0000;0.0000;0.9100;;;;
141909;5;1.0000;;0.9100;;800.00;0.0000;
706919;1;;;0.9300;;;;
797172;64;0.0000;0.0000;0.9200;;800.00;;
433930;857;1.0000;1.0000;0.9300;1440.00;2580.00;0.5581;
1198598;1;;;0.9300;;;;
970903;1;;;0.9300;138.00;;;
614214;1;;;0.9400;;;;
2498035;4;;;0.9200;;4370.00;;
1751281;476;1.0000;1.0000;0.9400;372.00;;0.3876;
494566;64;0.0000;0.0000;1.1000;;;;
2398653;20;1.0000;1.0000;0.9200;125.00;;0.0786;
1787249;120;0.0000;0.0000;0.8900;;;;
2565380;37;0.0000;0.0000;0.9000;;;;
1393176;240;0.2500;0.0000;0.8600;46.00;;;
212515;64;0.0000;0.0000;0.8600;;4800.00;;
1190167;24;1.0000;1.0000;0.9100;219.00;1800.00;0.1217;
2518277;29;1.0000;1.0000;0.9300;102.00;;0.1030;
2102683;51;1.0000;1.0000;2.1000;137.00;;0.0846;
434525;131;1.0000;1.0000;0.9200;900.00;;0.5675;
2212057;1;;;0.9300;;;;
271055;810;1.0000;1.0000;0.9500;8567.00;18380.00;0.8990;
2433133;36;0.0000;0.0000;0.9300;769.00;;;
1429222;131;0.8000;0.5000;0.7200;267.00;;0.2770;
2586593;302;0.8900;0.5000;1.0800;594.00;;1.0365;
1067054;1;;;0.9200;;;;
2843191;1115;0.9300;0.3800;0.9300;933.00;;0.2860;
415112;1;;;0.9300;;;;
2169739;306;1.0000;1.0000;0.8400;414.00;3770.00;0.1098;
935927;1;;;0.9300;;;;
1946177;904;1.0000;1.0000;0.8900;1243.00;;0.5694;
1296031;1;;;0.9300;;;;
843128;35;1.0000;1.0000;0.9300;24.00;;0.1043;
890244;32;1.0000;;0.9100;;750.00;0.0000;
2644262;57;0.0000;0.0000;0.9200;;;;
2610633;1;;;0.9300;37.00;;;
3008986;682;1.0000;1.0000;0.8700;755.00;1850.00;0.8335;
1758997;36;1.0000;1.0000;0.8600;59.00;;0.0500;
1724606;365;1.0000;1.0000;0.9200;1704.00;;0.9520;
1846703;432;0.9500;0.7500;0.9400;1780.00;;1.4520;
1493589;998;0.9800;0.8000;0.8500;7566.00;;0.7193;
1901362;1;;;0.9400;;;;
2998121;81;1.0000;1.0000;0.9200;324.00;;0.3257;
1138154;1508;0.9800;0.9000;0.8500;1079.00;4000.00;0.2698;
1582723;561;0.9400;0.5000;0.9200;441.00;;1.3674;
962565;117;0.6700;0.0000;0.9100;40.00;;;
1217467;1;;;0.9300;;5540.00;;
2022025;87;0.5000;0.0000;0.9200;146.00;;;
2661680;1302;0.9500;0.0000;0.9100;1308.00;;;
1752791;262;0.8800;0.0000;0.8900;147.00;;;
2324124;889;0.9600;0.8000;0.9500;1024.00;;2.5561;
2722542;420;0.8600;0.3300;0.9200;2834.00;;1.0659;
2636995;209;0.8300;0.6700;0.9200;29.00;;0.0241;
887647;71;0.5000;0.0000;0.9300;24.00;;;
312069;130;0.6700;0.5000;0.9200;204.00;;0.2954;
759332;150;0.8000;0.5000;0.8700;358.00;;0.3700;
2841651;1;;;0.9300;;;;
2840176;213;0.8600;0.0000;0.9200;1232.00;;;
243819;3;;;0.9300;;1660.00;;
1358235;57;0.0000;0.0000;0.9200;;;;
864352;2;;;0.9100;;8320.00;;
492450;98;0.2500;0.0000;0.9300;76.00;;;
2394653;143;1.0000;1.0000;0.8600;330.00;;0.2566;
249563;1217;1.0000;1.0000;0.9700;13406.00;;1.1605;
3055224;282;1.0000;1.0000;1.5800;833.00;3330.00;0.2502;
684034;109;1.0000;1.0000;0.9200;515.00;;0.4131;
2464646;1;;;0.9100;;;;
1993181;278;1.0000;1.0000;0.9200;1318.00;;1.1412;
210712;47;1.0000;1.0000;0.9200;490.00;;0.1489;
918620;211;1.0000;1.0000;0.7500;1015.00;;0.2290;
2742764;64;0.2500;0.0000;0.9200;199.00;;;
1802694;990;1.0000;;0.9200;3497.00;;1.4880;
1289313;336;0.9100;0.7500;0.9300;5388.00;24630.00;1.3830;
2894025;1918;0.9600;0.6300;0.9600;1975.00;;0.8916;
524140;418;0.9200;0.5000;0.5900;173.00;;0.0865;
697460;37;0.0000;0.0000;0.9200;;;;
2425639;85;0.5000;0.0000;0.9400;37.00;;;
1414305;59;0.0000;0.0000;0.9300;;;;
1772844;2;;;0.9300;;;;
1960506;3;;;0.9300;;;;
250796;37;0.0000;0.0000;0.9100;;;;
2491575;157;0.8000;0.0000;0.9200;280.00;;;
878718;722;0.9600;0.6700;0.9200;1170.00;;1.3242;
1667292;1233;0.9400;0.4000;0.9800;3348.00;;1.3882;
253698;128;0.7500;0.0000;0.9100;350.00;;;
211347;57;0.0000;0.0000;0.9200;;;;
1976057;233;0.8300;0.8000;0.9800;475.00;;0.2464;
1665969;36;0.0000;0.0000;0.9200;;;;
28024;1852;0.9800;0.7600;1.0000;15465.00;;0.7960;
1253223;120;0.0000;0.0000;0.8900;;;;
92693;1372;1.0000;1.0000;0.9200;4334.00;;1.5035;
271456;999;0.9300;0.6400;0.9500;5124.00;;1.4730;
2085861;58;1.0000;1.0000;0.6800;114.00;;0.1447;
1677744;4342;1.0000;;0.9800;12780.00;;0.4127;
2510357;1998;0.9600;0.7800;0.9700;2900.00;;0.7888;
32850;2011;0.9900;0.9400;0.9200;3011.00;810.00;4.8580;
1253436;116;0.6700;0.0000;0.9100;82.00;;;
1816573;15;1.0000;1.0000;0.9200;132.00;;0.0725;
2705321;662;0.8800;0.2500;0.9200;2920.00;;;
1750664;64;0.0000;0.0000;0.9100;;;;
1668398;1;;;0.9200;;;;
150424;2;;;0.9300;;;;
2926378;70;0.5000;0.5000;0.9600;95.00;1550.00;0.0613;
1070416;1;;;0.9300;;;;
2285475;2;;;0.9300;116.00;;;
24067;1;;;0.9300;;;;
858890;64;0.0000;0.0000;0.9000;;760.00;;
456917;99;0.6700;0.0000;0.9200;256.00;;;
3031209;1;;;0.9300;;;;
2992126;64;0.0000;0.0000;0.9200;;;;
1968068;429;1.0000;1.0000;0.6500;619.00;5690.00;0.1155;
2812405;826;0.9700;0.7500;0.9000;3681.00;;2.5483;
1859522;3;;;0.9100;;4580.00;;
2553128;57;1.0000;1.0000;1.0200;912.00;;0.3386;
1213158;1;;;0.9300;;;;
3002130;21;1.0000;1.0000;0.9200;1983.00;;1.5327;
1317281;70;0.0000;0.0000;0.9300;21.00;;;
2162176;544;0.9500;0.7500;0.8500;8619.00;;0.8452;
2801529;40;1.0000;;1.1300;;6070.00;0.0000;
156945;938;0.9600;0.5000;0.9200;400.00;300.00;2.0067;
2338119;227;0.8800;0.7500;0.6400;3992.00;1810.00;0.3352;
373109;38;0.5000;0.5000;0.5300;4.00;;;
8189;145;0.3300;0.0000;0.9100;44.00;;;
1615551;24;;;0.9300;;;;
880535;55;1.0000;1.0000;0.8900;2887.00;47530.00;0.1981;
2383991;124;0.7500;0.0000;0.9200;485.00;;;
1407818;367;0.7000;0.2500;0.9200;27.00;;0.0312;
2139328;1308;1.0000;1.0000;1.2200;17312.00;37710.00;1.2966;
1397121;44;1.0000;;1.0900;157.00;2770.00;0.0567;
144594;238;1.0000;1.0000;0.8800;218.00;;0.5182;
258813;26;1.0000;1.0000;0.8900;7.00;;0.0467;
2599022;1;;;0.9300;;;;
2754836;862;1.0000;1.0000;0.9800;3347.00;;0.5258;
85008;24;1.0000;;0.9100;;1070.00;0.0000;
784936;373;1.0000;1.0000;0.8700;1438.00;3510.00;0.4126;
678879;2609;0.9900;0.7500;1.0200;15494.00;280.00;1.4278;
2595977;1;;;0.9100;;1260.00;;
1344463;1;;;0.9100;;5550.00;;
405119;576;0.9400;0.6700;0.8300;500.00;4060.00;0.3094;
683112;2;;;0.9300;;;;
733093;31;1.0000;1.0000;0.9200;290.00;;0.0258;
2469917;427;0.9600;0.8800;0.9700;1239.00;;1.2907;
1985588;64;0.0000;0.0000;0.9200;;;;
1566666;57;0.0000;0.0000;0.9200;;;;
942484;21;1.0000;1.0000;0.8700;99.00;;0.0349;
2500004;986;1.0000;1.0000;0.9000;2300.00;;0.2337;
798968;2042;1.0000;1.0000;0.9700;4827.00;;0.4387;
2285823;2;;;0.9300;;;;
895105;1;;;0.9300;114.00;;;
995385;373;0.8800;0.5000;1.0700;3483.00;5370.00;1.7034;
2459691;1;;;0.9300;;;;
900129;1;;;0.9300;;;;
369758;88;0.3300;0.0000;0.9400;191.00;;;
2683047;28;1.0000;1.0000;0.8600;138.00;2430.00;0.0568;
1954270;1;1.0000;1.0000;0.2600;4.00;;;
2545744;307;1.0000;1.0000;0.7500;249.00;;0.0917;
1481099;64;0.0000;0.0000;0.9400;;;;
2401611;218;1.0000;1.0000;0.8900;1928.00;;0.3882;
2477449;193;0.5000;0.0000;0.9200;222.00;;;
1768759;57;0.0000;0.0000;0.9200;;;;
730695;2;;;0.9600;;;;
1025912;1;;;0.9200;;520.00;;
849297;676;0.9700;0.9200;0.9400;2601.00;15350.00;0.5447;
1563692;2023;0.9600;0.6200;1.1000;2159.00;2110.00;0.1602;
2461391;36;0.0000;0.0000;0.9200;;;;
1469166;1248;1.0000;1.0000;1.0600;5738.00;;1.0038;
2664230;36;0.0000;0.0000;0.9200;37.00;;;
220037;37;0.0000;0.0000;0.9300;;;;
745481;875;0.8400;0.3600;0.9400;15268.00;;0.2938;
563266;388;0.9200;0.0000;0.9200;748.00;;;
317689;1575;0.9600;0.8300;0.7300;3449.00;1330.00;3.9011;
1078962;64;0.0000;0.0000;0.9100;;580.00;;
1497741;28;1.0000;1.0000;0.9200;207.00;;0.1030;
248176;1396;1.0000;1.0000;0.9400;1815.00;9530.00;0.4551;
2558867;164;1.0000;1.0000;0.9100;136.00;;0.1037;
1407316;476;0.4300;0.2000;0.9200;703.00;;0.7641;
590584;1;;;0.9300;;;;
2702477;148;0.5000;0.5000;0.9000;308.00;;0.1030;
2021830;120;0.0000;0.0000;0.9100;;;;
2017423;292;0.8800;0.0000;0.9200;896.00;;;
80523;129;0.6700;0.0000;0.8600;102.00;;;
1259710;95;1.0000;;0.8600;560.00;3340.00;0.1565;
2749572;30;1.0000;1.0000;0.9300;189.00;;0.1150;
1453568;861;0.9400;0.6000;1.0600;16947.00;;0.6726;
2923329;299;0.8900;0.0000;0.9200;1552.00;;;
318843;504;1.0000;1.0000;0.9800;3650.00;;1.4531;
810317;141;1.0000;1.0000;0.9200;895.00;;0.5310;
2087573;1684;0.9800;0.9300;0.7200;428.00;1720.00;0.3168;
1108462;454;1.0000;1.0000;0.8200;1130.00;;0.3410;
2402795;1893;1.0000;1.0000;1.1300;7008.00;6930.00;1.0679;
669340;1;;;0.9300;15.00;;;
1877552;638;0.9500;0.7500;0.9100;5832.00;;1.2103;
2662430;1;;;0.9200;39.00;;;
1246432;120;0.0000;0.0000;0.9200;;;;
1908495;1;;;0.9300;;;;
387017;1362;0.9800;0.7500;0.9100;846.00;;0.7570;
1653862;1909;0.9600;0.7000;1.0400;192.00;1040.00;0.1846;
2686327;57;0.0000;0.0000;0.9000;;;;
490283;2064;1.0000;1.0000;0.9600;2100.00;;0.7960;
